created_at,model,source_script,source_task,input_tokens,output_tokens,cached_tokens,total_tokens,cost_usd,latency_ms,success,error_text
2026-04-21 02:31:33.993285+00,claude-haiku,normalize_listings.py,canonical_extract,4715,514,0,5229,0.007285,5534,t,""
2026-04-21 02:31:40.59792+00,claude-haiku,normalize_listings.py,canonical_extract,4671,518,0,5189,0.007261,5515,t,""
2026-04-21 02:31:48.108589+00,claude-haiku,normalize_listings.py,canonical_extract,4847,511,0,5358,0.007402,6418,t,""
2026-04-21 02:31:54.85969+00,claude-haiku,normalize_listings.py,canonical_extract,4790,520,0,5310,0.007390,5667,t,""
2026-04-21 02:32:02.27006+00,claude-haiku,normalize_listings.py,canonical_extract,4765,609,0,5374,0.007810,6327,t,""
2026-04-21 02:32:08.781936+00,claude-haiku,normalize_listings.py,canonical_extract,4746,514,0,5260,0.007316,5416,t,""
2026-04-21 02:32:15.411749+00,claude-haiku,normalize_listings.py,canonical_extract,4876,511,0,5387,0.007431,5543,t,""
2026-04-21 02:32:23.339249+00,claude-haiku,normalize_listings.py,canonical_extract,4841,503,0,5344,0.007356,6835,t,""
2026-04-21 02:32:29.692913+00,claude-haiku,normalize_listings.py,canonical_extract,4654,453,0,5107,0.006919,5268,t,""
2026-04-21 02:32:36.547008+00,claude-haiku,normalize_listings.py,canonical_extract,4781,509,0,5290,0.007326,5754,t,""
2026-04-21 02:32:43.616217+00,claude-haiku,normalize_listings.py,canonical_extract,4654,518,0,5172,0.007244,5980,t,""
2026-04-21 02:32:50.760208+00,claude-haiku,normalize_listings.py,canonical_extract,4899,510,0,5409,0.007449,6063,t,""
2026-04-21 02:32:57.847238+00,claude-haiku,normalize_listings.py,canonical_extract,4661,523,0,5184,0.007276,6005,t,""
2026-04-21 02:33:05.063713+00,claude-haiku,normalize_listings.py,canonical_extract,4813,531,0,5344,0.007468,6134,t,""
2026-04-21 02:33:12.06163+00,claude-haiku,normalize_listings.py,canonical_extract,4834,508,0,5342,0.007374,5908,t,""
2026-04-21 02:33:18.689594+00,claude-haiku,normalize_listings.py,canonical_extract,4658,523,0,5181,0.007273,5530,t,""
2026-04-21 02:33:25.504344+00,claude-haiku,normalize_listings.py,canonical_extract,4741,507,0,5248,0.007276,5717,t,""
2026-04-21 02:33:32.288097+00,claude-haiku,normalize_listings.py,canonical_extract,4742,529,0,5271,0.007387,5684,t,""
2026-04-21 02:33:38.776399+00,claude-haiku,normalize_listings.py,canonical_extract,4107,503,0,4610,0.006622,5393,t,""
2026-04-21 02:33:45.525626+00,claude-haiku,normalize_listings.py,canonical_extract,4744,512,0,5256,0.007304,5677,t,""
2026-04-21 02:33:52.399647+00,claude-haiku,normalize_listings.py,canonical_extract,4729,510,0,5239,0.007279,5785,t,""
2026-04-21 02:33:58.897614+00,claude-haiku,normalize_listings.py,canonical_extract,4768,515,0,5283,0.007343,5393,t,""
2026-04-21 02:34:05.868382+00,claude-haiku,normalize_listings.py,canonical_extract,4685,500,0,5185,0.007185,5879,t,""
2026-04-21 02:34:12.918277+00,claude-haiku,normalize_listings.py,canonical_extract,4608,504,0,5112,0.007128,5962,t,""
2026-04-21 02:34:19.475398+00,claude-haiku,normalize_listings.py,canonical_extract,4783,509,0,5292,0.007328,5461,t,""
2026-04-21 02:34:25.795125+00,claude-haiku,normalize_listings.py,canonical_extract,4763,463,0,5226,0.007078,5209,t,""
2026-04-21 02:34:32.348623+00,claude-haiku,normalize_listings.py,canonical_extract,4827,516,0,5343,0.007407,5473,t,""
2026-04-21 02:34:39.293057+00,claude-haiku,normalize_listings.py,canonical_extract,4796,531,0,5327,0.007451,5842,t,""
2026-04-21 02:34:46.769929+00,claude-haiku,normalize_listings.py,canonical_extract,4733,524,0,5257,0.007353,6372,t,""
2026-04-21 02:34:53.513345+00,claude-haiku,normalize_listings.py,canonical_extract,4703,531,0,5234,0.007358,5647,t,""
2026-04-21 02:35:00.872904+00,claude-haiku,normalize_listings.py,canonical_extract,4900,606,0,5506,0.007930,6254,t,""
2026-04-21 02:35:07.57848+00,claude-haiku,normalize_listings.py,canonical_extract,4860,525,0,5385,0.007485,5598,t,""
2026-04-21 02:35:14.225836+00,claude-haiku,normalize_listings.py,canonical_extract,4747,510,0,5257,0.007297,5549,t,""
2026-04-21 02:35:20.71722+00,claude-haiku,normalize_listings.py,canonical_extract,5003,558,0,5561,0.007793,5412,t,""
2026-04-21 02:35:28.362891+00,claude-haiku,normalize_listings.py,canonical_extract,4732,540,0,5272,0.007432,6558,t,""
2026-04-21 02:35:32.972276+00,claude-haiku,normalize_listings.py,canonical_extract,4592,336,0,4928,0.006272,3517,t,""
2026-04-21 02:35:39.727548+00,claude-haiku,normalize_listings.py,canonical_extract,4829,523,0,5352,0.007444,5651,t,""
2026-04-21 02:35:46.590368+00,claude-haiku,normalize_listings.py,canonical_extract,4759,519,0,5278,0.007354,5778,t,""
2026-04-21 02:35:53.886229+00,claude-haiku,normalize_listings.py,canonical_extract,4786,606,0,5392,0.007816,6212,t,""
2026-04-21 02:35:59.991011+00,claude-haiku,normalize_listings.py,canonical_extract,4783,463,0,5246,0.007098,5019,t,""
2026-04-21 02:36:07.362596+00,claude-haiku,normalize_listings.py,canonical_extract,4525,525,0,5050,0.007150,6295,t,""
2026-04-21 02:36:13.60515+00,claude-haiku,normalize_listings.py,canonical_extract,3715,505,0,4220,0.006240,5156,t,""
2026-04-21 02:36:20.291819+00,claude-haiku,normalize_listings.py,canonical_extract,4181,498,0,4679,0.006671,5602,t,""
2026-04-21 02:36:26.875111+00,claude-haiku,normalize_listings.py,canonical_extract,4759,515,0,5274,0.007334,5501,t,""
2026-04-21 02:36:33.92677+00,claude-haiku,normalize_listings.py,canonical_extract,4819,541,0,5360,0.007524,5965,t,""
2026-04-21 02:36:40.536127+00,claude-haiku,normalize_listings.py,canonical_extract,4610,527,0,5137,0.007245,5530,t,""
2026-04-21 02:36:46.821163+00,claude-haiku,normalize_listings.py,canonical_extract,4543,406,0,4949,0.006573,5187,t,""
2026-04-21 02:36:53.413736+00,claude-haiku,normalize_listings.py,canonical_extract,4730,517,0,5247,0.007315,5501,t,""
2026-04-21 02:37:00.214949+00,claude-haiku,normalize_listings.py,canonical_extract,4741,516,0,5257,0.007321,5713,t,""
2026-04-21 02:37:05.736713+00,claude-haiku,normalize_listings.py,canonical_extract,4772,415,0,5187,0.006847,4433,t,""
2026-04-21 02:37:12.639786+00,claude-haiku,normalize_listings.py,canonical_extract,4836,518,0,5354,0.007426,5823,t,""
2026-04-21 02:37:19.554236+00,claude-haiku,normalize_listings.py,canonical_extract,4593,518,0,5111,0.007183,5827,t,""
2026-04-21 02:37:24.548984+00,claude-haiku,normalize_listings.py,canonical_extract,4350,380,0,4730,0.006250,3907,t,""
2026-04-21 02:37:31.253245+00,claude-haiku,normalize_listings.py,canonical_extract,4725,532,0,5257,0.007385,5613,t,""
2026-04-21 02:37:38.309959+00,claude-haiku,normalize_listings.py,canonical_extract,4680,517,0,5197,0.007265,5978,t,""
2026-04-21 02:37:45.095244+00,claude-haiku,normalize_listings.py,canonical_extract,4962,521,0,5483,0.007567,5701,t,""
2026-04-21 02:37:52.002319+00,claude-haiku,normalize_listings.py,canonical_extract,4715,535,0,5250,0.007390,5826,t,""
2026-04-21 02:37:58.94311+00,claude-haiku,normalize_listings.py,canonical_extract,4610,523,0,5133,0.007225,5856,t,""
2026-04-21 02:38:05.220961+00,claude-haiku,normalize_listings.py,canonical_extract,4848,494,0,5342,0.007318,5188,t,""
2026-04-21 02:38:11.886228+00,claude-haiku,normalize_listings.py,canonical_extract,4762,523,0,5285,0.007377,5581,t,""
2026-04-21 02:38:16.887062+00,claude-haiku,normalize_listings.py,canonical_extract,4573,361,0,4934,0.006378,3924,t,""
2026-04-21 02:38:23.449603+00,claude-haiku,normalize_listings.py,canonical_extract,4865,528,0,5393,0.007505,5460,t,""
2026-04-21 02:38:29.932855+00,claude-haiku,normalize_listings.py,canonical_extract,4710,517,0,5227,0.007295,5402,t,""
2026-04-21 02:38:37.007922+00,claude-haiku,normalize_listings.py,canonical_extract,4241,528,0,4769,0.006881,5995,t,""
2026-04-21 02:38:43.802584+00,claude-haiku,normalize_listings.py,canonical_extract,4237,522,0,4759,0.006847,5704,t,""
2026-04-21 02:38:51.024455+00,claude-haiku,normalize_listings.py,canonical_extract,4974,529,0,5503,0.007619,6129,t,""
2026-04-21 02:38:57.58162+00,claude-haiku,normalize_listings.py,canonical_extract,4701,523,0,5224,0.007316,5463,t,""
2026-04-21 02:39:04.463644+00,claude-haiku,normalize_listings.py,canonical_extract,4733,508,0,5241,0.007273,5798,t,""
2026-04-21 02:39:10.022117+00,claude-haiku,normalize_listings.py,canonical_extract,4336,505,0,4841,0.006861,4458,t,""
2026-04-21 02:39:16.58094+00,claude-haiku,normalize_listings.py,canonical_extract,4708,510,0,5218,0.007258,5453,t,""
2026-04-21 02:39:23.352256+00,claude-haiku,normalize_listings.py,canonical_extract,4769,520,0,5289,0.007369,5689,t,""
2026-04-21 02:39:29.663471+00,claude-haiku,normalize_listings.py,canonical_extract,4699,469,0,5168,0.007044,5232,t,""
2026-04-21 02:39:36.202598+00,claude-haiku,normalize_listings.py,canonical_extract,4666,515,0,5181,0.007241,5448,t,""
2026-04-21 02:39:42.983751+00,claude-haiku,normalize_listings.py,canonical_extract,4769,523,0,5292,0.007384,5701,t,""
2026-04-21 02:39:50.341348+00,claude-haiku,normalize_listings.py,canonical_extract,4883,612,0,5495,0.007943,6259,t,""
2026-04-21 02:39:57.161203+00,claude-haiku,normalize_listings.py,canonical_extract,4778,521,0,5299,0.007383,5733,t,""
2026-04-21 02:40:03.931156+00,claude-haiku,normalize_listings.py,canonical_extract,4663,510,0,5173,0.007213,5656,t,""
2026-04-21 02:40:10.633074+00,claude-haiku,normalize_listings.py,canonical_extract,4763,516,0,5279,0.007343,5604,t,""
2026-04-21 02:40:17.150974+00,claude-haiku,normalize_listings.py,canonical_extract,4613,469,0,5082,0.006958,5423,t,""
2026-04-21 02:40:23.833687+00,claude-haiku,normalize_listings.py,canonical_extract,4618,525,0,5143,0.007243,5593,t,""
2026-04-21 02:40:30.610639+00,claude-haiku,normalize_listings.py,canonical_extract,4818,508,0,5326,0.007358,5692,t,""
2026-04-21 02:40:37.356713+00,claude-haiku,normalize_listings.py,canonical_extract,4749,518,0,5267,0.007339,5662,t,""
2026-04-21 02:40:44.268821+00,claude-haiku,normalize_listings.py,canonical_extract,4780,529,0,5309,0.007425,5823,t,""
2026-04-21 02:40:51.083455+00,claude-haiku,normalize_listings.py,canonical_extract,4792,524,0,5316,0.007412,5720,t,""
2026-04-21 10:15:58.389803+00,claude-haiku,normalize_listings.py,canonical_extract,4845,515,0,5360,0.007420,5111,t,""
2026-04-21 10:16:04.490093+00,claude-haiku,normalize_listings.py,canonical_extract,4845,515,0,5360,0.007420,5253,t,""
2026-04-21 10:54:21.73202+00,claude-haiku,normalize_listings.py,canonical_extract,4845,515,0,5360,0.007420,5168,t,""
2026-04-21 10:54:28.609597+00,claude-haiku,normalize_listings.py,canonical_extract,4802,518,0,5320,0.007392,5766,t,""
2026-04-21 10:54:35.367271+00,claude-haiku,normalize_listings.py,canonical_extract,4665,505,0,5170,0.007190,5646,t,""
2026-04-21 10:54:41.267152+00,claude-haiku,normalize_listings.py,canonical_extract,4698,506,0,5204,0.007228,4779,t,""
2026-04-21 10:54:47.737745+00,claude-haiku,normalize_listings.py,canonical_extract,4929,527,0,5456,0.007564,5372,t,""
2026-04-21 10:54:54.020231+00,claude-haiku,normalize_listings.py,canonical_extract,4995,510,0,5505,0.007545,5186,t,""
2026-04-21 10:55:00.708673+00,claude-haiku,normalize_listings.py,canonical_extract,4771,514,0,5285,0.007341,5578,t,""
2026-04-21 10:55:07.505965+00,claude-haiku,normalize_listings.py,canonical_extract,4727,535,0,5262,0.007402,5682,t,""
2026-04-21 10:55:14.502986+00,claude-haiku,normalize_listings.py,canonical_extract,4775,522,0,5297,0.007385,5914,t,""
2026-04-21 10:55:21.806916+00,claude-haiku,normalize_listings.py,canonical_extract,4895,603,0,5498,0.007910,6215,t,""
2026-04-21 10:55:28.516653+00,claude-haiku,normalize_listings.py,canonical_extract,4793,515,0,5308,0.007368,5616,t,""
2026-04-21 10:55:35.801982+00,claude-haiku,normalize_listings.py,canonical_extract,4863,602,0,5465,0.007873,6189,t,""
2026-04-21 10:55:42.522309+00,claude-haiku,normalize_listings.py,canonical_extract,4736,508,0,5244,0.007276,5618,t,""
2026-04-21 10:55:48.991117+00,claude-haiku,normalize_listings.py,canonical_extract,4806,503,0,5309,0.007321,5374,t,""
2026-04-21 10:55:55.814546+00,claude-haiku,normalize_listings.py,canonical_extract,4704,499,0,5203,0.007199,5718,t,""
2026-04-21 10:56:02.715275+00,claude-haiku,normalize_listings.py,canonical_extract,4815,520,0,5335,0.007415,5793,t,""
2026-04-21 10:56:09.551476+00,claude-haiku,normalize_listings.py,canonical_extract,4809,514,0,5323,0.007379,5725,t,""
2026-04-21 10:56:16.069556+00,claude-haiku,normalize_listings.py,canonical_extract,4805,511,0,5316,0.007360,5425,t,""
2026-04-21 10:56:22.904473+00,claude-haiku,normalize_listings.py,canonical_extract,4728,507,0,5235,0.007263,5735,t,""
2026-04-21 10:56:29.739558+00,claude-haiku,normalize_listings.py,canonical_extract,4664,515,0,5179,0.007239,5721,t,""
2026-04-21 10:56:37.200386+00,claude-haiku,normalize_listings.py,canonical_extract,4763,598,0,5361,0.007753,6367,t,""
2026-04-21 10:56:43.863369+00,claude-haiku,normalize_listings.py,canonical_extract,4719,501,0,5220,0.007224,5568,t,""
2026-04-21 10:56:49.973501+00,claude-haiku,normalize_listings.py,canonical_extract,4740,498,0,5238,0.007230,5010,t,""
2026-04-21 10:56:56.977358+00,claude-haiku,normalize_listings.py,canonical_extract,4771,508,0,5279,0.007311,5912,t,""
2026-04-21 10:57:03.660997+00,claude-haiku,normalize_listings.py,canonical_extract,4774,517,0,5291,0.007359,5596,t,""
2026-04-21 10:57:09.10802+00,claude-haiku,normalize_listings.py,canonical_extract,4791,499,0,5290,0.007286,4341,t,""
2026-04-21 10:57:15.764093+00,claude-haiku,normalize_listings.py,canonical_extract,4763,503,0,5266,0.007278,5559,t,""
2026-04-21 10:57:22.518278+00,claude-haiku,normalize_listings.py,canonical_extract,4940,502,0,5442,0.007450,5652,t,""
2026-04-21 10:57:29.617182+00,claude-haiku,normalize_listings.py,canonical_extract,4805,527,0,5332,0.007440,5981,t,""
2026-04-21 10:57:36.197987+00,claude-haiku,normalize_listings.py,canonical_extract,4822,511,0,5333,0.007377,5492,t,""
2026-04-21 10:57:44.20489+00,claude-haiku,normalize_listings.py,canonical_extract,5002,608,0,5610,0.008042,6908,t,""
2026-04-21 10:57:51.494534+00,claude-haiku,normalize_listings.py,canonical_extract,4937,618,0,5555,0.008027,6203,t,""
2026-04-21 10:57:58.125049+00,claude-haiku,normalize_listings.py,canonical_extract,4789,512,0,5301,0.007349,5536,t,""
2026-04-21 10:58:04.560664+00,claude-haiku,normalize_listings.py,canonical_extract,4877,512,0,5389,0.007437,5338,t,""
2026-04-21 10:58:11.536108+00,claude-haiku,normalize_listings.py,canonical_extract,4791,528,0,5319,0.007431,5843,t,""
2026-04-21 10:58:18.226281+00,claude-haiku,normalize_listings.py,canonical_extract,4813,518,0,5331,0.007403,5576,t,""
2026-04-21 10:58:25.060466+00,claude-haiku,normalize_listings.py,canonical_extract,4793,510,0,5303,0.007343,5730,t,""
2026-04-21 10:58:31.648329+00,claude-haiku,normalize_listings.py,canonical_extract,4788,501,0,5289,0.007293,5493,t,""
2026-04-21 10:58:38.275238+00,claude-haiku,normalize_listings.py,canonical_extract,4796,501,0,5297,0.007301,5519,t,""
2026-04-21 10:58:45.707278+00,claude-haiku,normalize_listings.py,canonical_extract,4080,520,0,4600,0.006680,6346,t,""
2026-04-21 10:58:52.915657+00,claude-haiku,normalize_listings.py,canonical_extract,4100,526,0,4626,0.006730,6114,t,""
2026-04-21 10:58:59.618467+00,claude-haiku,normalize_listings.py,canonical_extract,4952,512,0,5464,0.007512,5607,t,""
2026-04-21 10:59:07.0434+00,claude-haiku,normalize_listings.py,canonical_extract,4932,612,0,5544,0.007992,6334,t,""
2026-04-21 10:59:13.829555+00,claude-haiku,normalize_listings.py,canonical_extract,4789,521,0,5310,0.007394,5692,t,""
2026-04-21 10:59:20.911305+00,claude-haiku,normalize_listings.py,canonical_extract,4770,519,0,5289,0.007365,5956,t,""
2026-04-21 10:59:27.701+00,claude-haiku,normalize_listings.py,canonical_extract,4770,512,0,5282,0.007330,5698,t,""
2026-04-21 10:59:34.934509+00,claude-haiku,normalize_listings.py,canonical_extract,4982,526,0,5508,0.007612,6140,t,""
2026-04-21 10:59:41.427588+00,claude-haiku,normalize_listings.py,canonical_extract,4972,526,0,5498,0.007602,5387,t,""
2026-04-21 10:59:48.138959+00,claude-haiku,normalize_listings.py,canonical_extract,4841,525,0,5366,0.007466,5610,t,""
2026-04-21 10:59:54.850973+00,claude-haiku,normalize_listings.py,canonical_extract,4952,523,0,5475,0.007567,5611,t,""
2026-04-21 11:00:01.314604+00,claude-haiku,normalize_listings.py,canonical_extract,4735,500,0,5235,0.007235,5375,t,""
2026-04-21 11:00:08.227721+00,claude-haiku,normalize_listings.py,canonical_extract,4694,521,0,5215,0.007299,5797,t,""
2026-04-21 11:00:15.126944+00,claude-haiku,normalize_listings.py,canonical_extract,4750,513,0,5263,0.007315,5791,t,""
2026-04-21 11:00:21.872459+00,claude-haiku,normalize_listings.py,canonical_extract,4764,522,0,5286,0.007374,5660,t,""
2026-04-21 11:00:29.656413+00,claude-haiku,normalize_listings.py,canonical_extract,4567,524,0,5091,0.007187,6674,t,""
2026-04-21 11:00:36.521746+00,claude-haiku,normalize_listings.py,canonical_extract,4676,518,0,5194,0.007266,5763,t,""
2026-04-21 11:00:42.017311+00,claude-haiku,normalize_listings.py,canonical_extract,4479,515,0,4994,0.007054,4392,t,""
2026-04-21 11:00:48.888821+00,claude-haiku,normalize_listings.py,canonical_extract,4883,529,0,5412,0.007528,5755,t,""
2026-04-21 11:00:55.796536+00,claude-haiku,normalize_listings.py,canonical_extract,4744,528,0,5272,0.007384,5818,t,""
2026-04-21 11:01:03.255519+00,claude-haiku,normalize_listings.py,canonical_extract,4804,520,0,5324,0.007404,6362,t,""
2026-04-21 11:01:10.474071+00,claude-haiku,normalize_listings.py,canonical_extract,4932,611,0,5543,0.007987,6108,t,""
2026-04-21 11:01:17.174408+00,claude-haiku,normalize_listings.py,canonical_extract,4814,523,0,5337,0.007429,5588,t,""
2026-04-21 11:01:24.025342+00,claude-haiku,normalize_listings.py,canonical_extract,4746,512,0,5258,0.007306,5741,t,""
2026-04-21 11:01:30.67664+00,claude-haiku,normalize_listings.py,canonical_extract,4947,510,0,5457,0.007497,5548,t,""
2026-04-21 11:01:37.473484+00,claude-haiku,normalize_listings.py,canonical_extract,4843,505,0,5348,0.007368,5683,t,""
2026-04-21 11:01:44.726101+00,claude-haiku,normalize_listings.py,canonical_extract,5016,616,0,5632,0.008096,6157,t,""
2026-04-21 11:01:52.351784+00,claude-haiku,normalize_listings.py,canonical_extract,4905,612,0,5517,0.007965,6529,t,""
2026-04-21 11:01:58.982994+00,claude-haiku,normalize_listings.py,canonical_extract,4991,548,0,5539,0.007731,5531,t,""
2026-04-21 11:02:06.245142+00,claude-haiku,normalize_listings.py,canonical_extract,5061,619,0,5680,0.008156,6153,t,""
2026-04-21 11:02:13.45186+00,claude-haiku,normalize_listings.py,canonical_extract,4935,611,0,5546,0.007990,6123,t,""
2026-04-21 11:02:20.784329+00,claude-haiku,normalize_listings.py,canonical_extract,5059,618,0,5677,0.008149,6227,t,""
2026-04-21 11:02:27.490875+00,claude-haiku,normalize_listings.py,canonical_extract,4733,505,0,5238,0.007258,5608,t,""
2026-04-21 11:02:34.095685+00,claude-haiku,normalize_listings.py,canonical_extract,4883,507,0,5390,0.007418,5516,t,""
2026-04-21 11:02:41.255459+00,claude-haiku,normalize_listings.py,canonical_extract,4754,514,0,5268,0.007324,6054,t,""
2026-04-21 11:02:48.111404+00,claude-haiku,normalize_listings.py,canonical_extract,4862,510,0,5372,0.007412,5739,t,""
2026-04-21 11:02:55.220636+00,claude-haiku,normalize_listings.py,canonical_extract,4692,527,0,5219,0.007327,6019,t,""
2026-04-21 11:03:01.870623+00,claude-haiku,normalize_listings.py,canonical_extract,4646,522,0,5168,0.007256,5561,t,""
2026-04-21 11:03:08.309972+00,claude-haiku,normalize_listings.py,canonical_extract,4917,526,0,5443,0.007547,5338,t,""
2026-04-21 11:03:15.299997+00,claude-haiku,normalize_listings.py,canonical_extract,4919,603,0,5522,0.007934,5897,t,""
2026-04-21 11:03:22.566435+00,claude-haiku,normalize_listings.py,canonical_extract,4883,611,0,5494,0.007938,6155,t,""
2026-04-21 11:03:29.474891+00,claude-haiku,normalize_listings.py,canonical_extract,4770,524,0,5294,0.007390,5776,t,""
2026-04-21 11:03:36.485362+00,claude-haiku,normalize_listings.py,canonical_extract,4487,518,0,5005,0.007077,5921,t,""
2026-04-21 11:03:43.715077+00,claude-haiku,normalize_listings.py,canonical_extract,4844,534,0,5378,0.007514,6126,t,""
2026-04-21 11:03:50.929814+00,claude-haiku,normalize_listings.py,canonical_extract,4746,518,0,5264,0.007336,6111,t,""
2026-04-21 11:03:58.689776+00,claude-haiku,normalize_listings.py,canonical_extract,5005,611,0,5616,0.008060,6665,t,""
2026-04-21 11:04:07.377938+00,claude-haiku,normalize_listings.py,canonical_extract,4840,507,0,5347,0.007375,7587,t,""
2026-04-21 11:04:14.527359+00,claude-haiku,normalize_listings.py,canonical_extract,4850,523,0,5373,0.007465,6061,t,""
2026-04-21 11:04:21.645376+00,claude-haiku,normalize_listings.py,canonical_extract,4788,529,0,5317,0.007433,5984,t,""
2026-04-21 11:04:28.321323+00,claude-haiku,normalize_listings.py,canonical_extract,4924,527,0,5451,0.007559,5578,t,""
2026-04-21 11:04:34.967209+00,claude-haiku,normalize_listings.py,canonical_extract,4890,516,0,5406,0.007470,5544,t,""
2026-04-21 11:04:43.811314+00,claude-haiku,normalize_listings.py,canonical_extract,4702,510,0,5212,0.007252,7731,t,""
2026-04-21 11:04:50.392103+00,claude-haiku,normalize_listings.py,canonical_extract,4815,520,0,5335,0.007415,5498,t,""
2026-04-21 11:04:56.849247+00,claude-haiku,normalize_listings.py,canonical_extract,4897,524,0,5421,0.007517,5360,t,""
2026-04-21 11:05:04.624326+00,claude-haiku,normalize_listings.py,canonical_extract,4830,605,0,5435,0.007855,6686,t,""
2026-04-21 11:05:11.438694+00,claude-haiku,normalize_listings.py,canonical_extract,4748,508,0,5256,0.007288,5714,t,""
2026-04-21 11:05:18.514419+00,claude-haiku,normalize_listings.py,canonical_extract,4795,518,0,5313,0.007385,5988,t,""
2026-04-21 11:05:25.819169+00,claude-haiku,normalize_listings.py,canonical_extract,4876,510,0,5386,0.007426,6194,t,""
2026-04-21 11:05:32.910324+00,claude-haiku,normalize_listings.py,canonical_extract,4727,520,0,5247,0.007327,5959,t,""
2026-04-21 11:05:39.887555+00,claude-haiku,normalize_listings.py,canonical_extract,4687,514,0,5201,0.007257,5885,t,""
2026-04-21 11:05:46.831759+00,claude-haiku,normalize_listings.py,canonical_extract,4875,513,0,5388,0.007440,5857,t,""
2026-04-21 11:05:55.198371+00,claude-haiku,normalize_listings.py,canonical_extract,4802,523,0,5325,0.007417,7250,t,""
2026-04-21 11:06:01.866801+00,claude-haiku,normalize_listings.py,canonical_extract,4665,513,0,5178,0.007230,5578,t,""
2026-04-21 11:06:08.727177+00,claude-haiku,normalize_listings.py,canonical_extract,4842,516,0,5358,0.007422,5761,t,""
2026-04-21 11:06:15.603949+00,claude-haiku,normalize_listings.py,canonical_extract,4781,505,0,5286,0.007306,5739,t,""
2026-04-21 11:06:22.468047+00,claude-haiku,normalize_listings.py,canonical_extract,4808,518,0,5326,0.007398,5757,t,""
2026-04-21 11:06:28.87654+00,claude-haiku,normalize_listings.py,canonical_extract,4849,517,0,5366,0.007434,5312,t,""
2026-04-21 11:06:35.165107+00,claude-haiku,normalize_listings.py,canonical_extract,4226,516,0,4742,0.006806,5173,t,""
2026-04-21 11:06:40.677645+00,claude-haiku,normalize_listings.py,canonical_extract,4431,493,0,4924,0.006896,4414,t,""
2026-04-21 11:06:47.440666+00,claude-haiku,normalize_listings.py,canonical_extract,4726,518,0,5244,0.007316,5653,t,""
2026-04-21 11:06:53.42628+00,claude-haiku,normalize_listings.py,canonical_extract,4488,507,0,4995,0.007023,4889,t,""
2026-04-21 11:07:00.040207+00,claude-haiku,normalize_listings.py,canonical_extract,4074,503,0,4577,0.006589,5511,t,""
2026-04-21 11:07:06.637905+00,claude-haiku,normalize_listings.py,canonical_extract,4602,515,0,5117,0.007177,5459,t,""
2026-04-21 11:07:12.208866+00,claude-haiku,normalize_listings.py,canonical_extract,4133,450,0,4583,0.006383,4476,t,""
2026-04-21 11:07:18.832504+00,claude-haiku,normalize_listings.py,canonical_extract,4829,507,0,5336,0.007364,5514,t,""
2026-04-21 11:07:25.327595+00,claude-haiku,normalize_listings.py,canonical_extract,4753,495,0,5248,0.007228,5408,t,""
2026-04-21 11:07:32.528429+00,claude-haiku,normalize_listings.py,canonical_extract,4760,518,0,5278,0.007350,6110,t,""
2026-04-21 11:07:39.117646+00,claude-haiku,normalize_listings.py,canonical_extract,4783,514,0,5297,0.007353,5448,t,""
2026-04-21 11:07:45.829248+00,claude-haiku,normalize_listings.py,canonical_extract,4710,509,0,5219,0.007255,5605,t,""
2026-04-21 11:07:50.153008+00,claude-haiku,normalize_listings.py,canonical_extract,3603,304,0,3907,0.005123,3230,t,""
2026-04-21 11:07:56.938841+00,claude-haiku,normalize_listings.py,canonical_extract,4888,525,0,5413,0.007513,5677,t,""
2026-04-21 11:08:03.791481+00,claude-haiku,normalize_listings.py,canonical_extract,4881,524,0,5405,0.007501,5759,t,""
2026-04-21 11:08:10.446165+00,claude-haiku,normalize_listings.py,canonical_extract,4714,524,0,5238,0.007334,5551,t,""
2026-04-21 11:08:18.076214+00,claude-haiku,normalize_listings.py,canonical_extract,4742,592,0,5334,0.007702,6529,t,""
2026-04-21 11:08:25.317994+00,claude-haiku,normalize_listings.py,canonical_extract,4771,519,0,5290,0.007366,6139,t,""
2026-04-21 11:08:31.705736+00,claude-haiku,normalize_listings.py,canonical_extract,4082,509,0,4591,0.006627,5273,t,""
2026-04-21 11:08:38.807458+00,claude-haiku,normalize_listings.py,canonical_extract,4557,524,0,5081,0.007177,6008,t,""
2026-04-21 11:08:45.347545+00,claude-haiku,normalize_listings.py,canonical_extract,4756,511,0,5267,0.007311,5454,t,""
2026-04-21 11:08:51.804212+00,claude-haiku,normalize_listings.py,canonical_extract,4815,517,0,5332,0.007400,5359,t,""
2026-04-21 11:08:56.044977+00,claude-haiku,normalize_listings.py,canonical_extract,3942,307,0,4249,0.005477,3136,t,""
2026-04-21 11:09:03.192317+00,claude-haiku,normalize_listings.py,canonical_extract,4798,514,0,5312,0.007368,6040,t,""
2026-04-21 11:09:10.087833+00,claude-haiku,normalize_listings.py,canonical_extract,4624,513,0,5137,0.007189,5781,t,""
2026-04-21 11:09:16.753407+00,claude-haiku,normalize_listings.py,canonical_extract,4667,512,0,5179,0.007227,5560,t,""
2026-04-21 11:09:23.790722+00,claude-haiku,normalize_listings.py,canonical_extract,4844,529,0,5373,0.007489,5940,t,""
2026-04-21 11:09:31.277638+00,claude-haiku,normalize_listings.py,canonical_extract,4729,506,0,5235,0.007259,6387,t,""
2026-04-21 11:09:37.948416+00,claude-haiku,normalize_listings.py,canonical_extract,4818,515,0,5333,0.007393,5543,t,""
